timestamp,cpu_used_percent,cpu_idle_percent,mem_total_mb,mem_used_mb,disk_usage_percent,network_in_bytes,network_out_bytes,live_connections
2025-10-20 21:15:37.834,0.0,100.0,1024,763.31,90.0,94986,191122,81
2025-10-20 21:20:37.834,0.0,100.0,1024,537.11,90.0,85232,199802,67
2025-10-20 21:25:37.834,0.0,100.0,1024,542.36,90.0,86508,209668,69
2025-10-20 21:30:37.834,0.0,100.0,1024,346.61,90.0,77235,219254,58
2025-10-20 21:35:37.834,7.22,92.78,1024,650.63,90.0,70532,214839,88
2025-10-20 21:40:37.834,0.0,100.0,1024,727.68,90.0,61521,210342,78
2025-10-20 21:45:37.834,0.0,100.0,1024,432.46,90.0,59123,217332,61
2025-10-20 21:50:37.834,0.0,100.0,1024,522.91,90.0,59837,216816,67
2025-10-20 21:55:37.834,0.0,100.0,1024,736.69,90.0,57705,216542,79
2025-10-20 22:00:37.834,2.27,97.73,1024,756.29,90.0,73034,210983,86
2025-10-20 22:05:37.834,13.07,86.93,1024,431.71,90.0,81145,222258,90
2025-10-20 22:10:37.834,0.0,100.0,1024,589.09,90.0,73314,230582,76
2025-10-20 22:15:37.834,1.85,98.15,1024,405.76,90.0,76570,229630,69
2025-10-20 22:20:37.834,2.6,97.4,1024,359.36,90.0,69564,224467,66
2025-10-20 22:25:37.834,7.82,92.18,1024,773.69,90.0,65613,218950,99
2025-10-20 22:30:37.834,0.0,100.0,1024,727.3,90.0,70405,220016,83
2025-10-20 22:35:37.834,0.0,100.0,1024,696.34,90.0,77061,223110,83
2025-10-20 22:40:37.834,5.22,94.78,1024,332.17,90.0,71187,216211,70
2025-10-20 22:45:37.834,2.97,97.03,1024,739.19,90.0,60138,206252,87
2025-10-20 22:50:37.834,2.5,97.5,1024,531.48,90.0,61015,206889,75
2025-10-20 22:55:37.834,3.46,96.54,1024,482.51,90.0,65361,213806,76
2025-10-20 23:00:37.834,2.85,97.15,1024,587.0,90.0,58978,214397,80
2025-10-20 23:05:37.834,11.97,88.03,1024,353.97,90.0,67144,212402,84
2025-10-20 23:10:37.834,12.58,87.42,1024,694.6,90.0,73537,203362,105
2025-10-20 23:15:37.834,2.5,97.5,1024,605.41,90.0,67008,198290,81
2025-10-20 23:20:37.834,28.3,71.7,1024,402.73,90.0,78310,205317,118
2025-10-20 23:25:37.834,14.39,85.61,1024,403.57,90.0,89917,195292,94
2025-10-20 23:30:37.834,0.0,100.0,1024,401.54,90.0,110594,209473,73
2025-10-20 23:35:37.834,16.21,83.79,1024,336.39,90.0,127711,210154,101
2025-10-20 23:40:37.834,0.0,100.0,1024,608.15,90.0,118685,197463,86
2025-10-20 23:45:37.834,17.52,82.48,1024,737.46,90.0,127935,201489,127
2025-10-20 23:50:37.834,21.23,78.77,1024,316.16,90.0,136731,205091,111
2025-10-20 23:55:37.834,1.44,98.56,1024,332.29,90.0,133247,201590,76
2025-10-21 00:00:37.834,29.63,70.37,1024,600.46,90.0,137796,209104,144
2025-10-21 00:05:37.834,24.13,75.87,1024,726.78,90.0,119020,204146,139
2025-10-21 00:10:37.834,28.22,71.78,1024,474.49,90.0,99966,209202,130
2025-10-21 00:15:37.834,38.97,61.03,1024,486.2,90.0,82819,208923,148
2025-10-21 00:20:37.834,17.55,82.45,1024,612.53,90.0,86712,206655,117
2025-10-21 00:25:37.834,12.46,87.54,1024,447.6,90.0,91077,217399,101
2025-10-21 00:30:37.834,11.1,88.9,1024,320.82,90.0,88338,225267,92
2025-10-21 00:35:37.834,11.84,88.16,1024,683.64,90.0,105550,216407,116
2025-10-21 00:40:37.834,19.23,80.77,1024,627.53,90.0,115421,219450,128
2025-10-21 00:45:37.834,23.41,76.59,1024,604.55,90.0,99437,234597,135
2025-10-21 00:50:37.834,22.77,77.23,1024,686.94,90.0,97718,245548,140
2025-10-21 00:55:37.834,28.27,71.73,1024,652.92,90.0,88321,238273,146
2025-10-21 01:00:37.834,30.48,69.52,1024,412.61,90.0,92461,251041,138
2025-10-21 01:05:37.834,44.89,55.11,1024,487.67,90.0,92155,258482,170
2025-10-21 01:10:37.834,27.71,72.29,1024,371.77,90.0,83325,250093,130
2025-10-21 01:15:37.834,57.55,42.45,1024,373.69,90.0,100270,251754,187
2025-10-21 01:20:37.834,36.61,63.39,1024,653.41,90.0,100844,255576,167
2025-10-21 01:25:37.834,21.78,78.22,1024,746.8,90.0,96684,246960,144
2025-10-21 01:30:37.834,19.64,80.36,1024,800.12,90.0,94152,252609,144
2025-10-21 01:35:37.834,35.18,64.82,1024,628.91,90.0,110339,272047,167
2025-10-21 01:40:37.834,28.12,71.88,1024,401.46,90.0,119452,282969,144
2025-10-21 01:45:37.834,37.49,62.51,1024,361.29,90.0,117828,284265,158
2025-10-21 01:50:37.834,35.09,64.91,1024,723.38,90.0,107907,282014,174
2025-10-21 01:55:37.834,29.62,70.38,1024,603.52,90.0,99545,284641,156
2025-10-21 02:00:37.834,31.53,68.47,1024,623.76,90.0,94724,276839,159
2025-10-21 02:05:37.834,24.85,75.15,1024,707.31,90.0,99795,273019,152
2025-10-21 02:10:37.834,35.53,64.47,1024,667.28,90.0,107361,257325,168
2025-10-21 02:15:37.834,48.56,51.44,1024,734.44,90.0,100105,260801,195
2025-10-21 02:20:37.834,42.14,57.86,1024,335.98,90.0,108113,258101,161
2025-10-21 02:25:37.834,27.54,72.46,1024,689.93,90.0,99027,263045,155
2025-10-21 02:30:37.834,41.73,58.27,1024,742.84,90.0,92909,264004,183
2025-10-21 02:35:37.834,43.85,56.15,1024,453.7,90.0,78414,255917,167
2025-10-21 02:40:37.834,31.16,68.84,1024,635.11,90.0,63621,257521,153
2025-10-21 02:45:37.834,41.54,58.46,1024,468.05,90.0,54426,251813,160
2025-10-21 02:50:37.834,40.58,59.42,1024,797.68,90.0,54169,265057,179
2025-10-21 02:55:37.834,28.57,71.43,1024,324.31,90.0,44229,258309,127
2025-10-21 03:00:37.834,51.86,48.14,1024,604.05,90.0,59210,254548,187
2025-10-21 03:05:37.834,53.89,46.11,1024,392.45,90.0,49885,246440,176
2025-10-21 03:10:37.834,59.11,40.89,1024,671.86,90.0,51725,237638,200
2025-10-21 03:15:37.834,58.82,41.18,1024,397.26,90.0,64927,237878,186
2025-10-21 03:20:37.834,34.51,65.49,1024,427.72,90.0,65852,227914,142
2025-10-21 03:25:37.834,38.91,61.09,1024,560.32,90.0,62213,226411,157
2025-10-21 03:30:37.834,53.43,46.57,1024,775.6,90.0,63683,229851,196
2025-10-21 03:35:37.834,53.42,46.58,1024,415.6,90.0,58066,226462,174
2025-10-21 03:40:37.834,53.43,46.57,1024,381.05,90.0,48058,208839,168
2025-10-21 03:45:37.834,86.81,13.19,1024,695.8,90.0,54185,219510,249
2025-10-21 03:50:37.834,53.99,46.01,1024,563.52,90.0,48354,221643,181
2025-10-21 03:55:37.834,59.64,40.36,1024,774.03,90.0,57721,223872,205
2025-10-21 04:00:37.834,64.18,35.82,1024,382.27,90.0,65684,222015,191
2025-10-21 04:05:37.834,61.15,38.85,1024,637.92,90.0,67347,228502,201
2025-10-21 04:10:37.834,51.49,48.51,1024,426.43,90.0,77056,236006,174
2025-10-21 04:15:37.834,62.23,37.77,1024,387.46,90.0,71615,244310,191
2025-10-21 04:20:37.834,46.91,53.09,1024,657.12,90.0,79453,246460,180
2025-10-21 04:25:37.834,52.27,47.73,1024,611.17,90.0,87239,235452,186
2025-10-21 04:30:37.834,49.79,50.21,1024,693.67,90.0,84225,238693,186
2025-10-21 04:35:37.834,55.46,44.54,1024,465.64,90.0,79927,240833,183
2025-10-21 04:40:37.834,77.79,22.21,1024,536.56,90.0,83218,236444,227
2025-10-21 04:45:37.834,35.97,64.03,1024,514.8,90.0,102900,230029,152
2025-10-21 04:50:37.834,61.5,38.5,1024,811.05,90.0,100578,234373,215
2025-10-21 04:55:37.834,38.51,61.49,1024,456.83,90.0,96070,233766,152
2025-10-21 05:00:37.834,53.92,46.08,1024,458.15,90.0,107854,230645,180
2025-10-21 05:05:37.834,69.53,30.47,1024,488.73,90.0,108535,244025,212
2025-10-21 05:10:37.834,59.28,40.72,1024,596.27,90.0,117195,249397,201
2025-10-21 05:15:37.834,47.86,52.14,1024,436.39,90.0,131942,252873,173
2025-10-21 05:20:37.834,51.48,48.52,1024,775.83,90.0,112872,262621,198
2025-10-21 05:25:37.834,65.43,34.57,1024,443.23,90.0,112496,265264,204
2025-10-21 05:30:37.834,51.33,48.67,1024,765.86,90.0,110198,259631,196
2025-10-21 05:35:37.834,60.8,39.2,1024,360.18,90.0,100574,256514,187
2025-10-21 05:40:37.834,59.09,40.91,1024,643.36,90.0,81388,262370,198
2025-10-21 05:45:37.834,52.12,47.88,1024,771.58,90.0,65473,267369,191
2025-10-21 05:50:37.834,80.08,19.92,1024,393.6,90.0,66517,270939,220
2025-10-21 05:55:37.834,64.98,35.02,1024,802.98,90.0,61176,261837,214
2025-10-21 06:00:37.834,39.75,60.25,1024,539.08,90.0,53158,268344,152
2025-10-21 06:05:37.834,61.86,38.14,1024,791.41,90.0,54102,267824,207
2025-10-21 06:10:37.834,53.38,46.62,1024,653.73,90.0,47181,272624,183
2025-10-21 06:15:37.834,68.52,31.48,1024,461.61,90.0,60083,265982,199
2025-10-21 06:20:37.834,52.07,47.93,1024,403.61,90.0,53874,281711,167
2025-10-21 06:25:37.834,58.85,41.15,1024,462.71,90.0,68927,283691,185
2025-10-21 06:30:37.834,65.05,34.95,1024,354.82,90.0,68627,280350,189
2025-10-21 06:35:37.834,68.66,31.34,1024,380.86,90.0,62108,285520,196
2025-10-21 06:40:37.834,48.0,52.0,1024,360.79,90.0,54862,292384,157
2025-10-21 06:45:37.834,56.65,43.35,1024,523.75,90.0,70000,297457,185
2025-10-21 06:50:37.834,55.25,44.75,1024,714.54,90.0,76959,289498,193
2025-10-21 06:55:37.834,53.47,46.53,1024,379.59,90.0,69364,298640,170
2025-10-21 07:00:37.834,76.29,23.71,1024,373.92,90.0,70555,295881,210
2025-10-21 07:05:37.834,62.69,37.31,1024,636.64,90.0,46968,295752,198
2025-10-21 07:10:37.834,46.03,53.97,1024,408.16,90.0,33652,278082,149
2025-10-21 07:15:37.834,67.82,32.18,1024,357.18,90.0,26149,274370,184
2025-10-21 07:20:37.834,79.86,20.14,1024,392.63,90.0,18401,270607,206
2025-10-21 07:25:37.834,68.96,31.04,1024,780.15,90.0,30531,274212,211
2025-10-21 07:30:37.834,43.44,56.56,1024,727.79,90.0,11389,270012,158
2025-10-21 07:35:37.834,53.79,46.21,1024,488.48,90.0,1000,257039,159
2025-10-21 07:40:37.834,71.31,28.69,1024,642.98,90.0,1635,258990,200
2025-10-21 07:45:37.834,51.56,48.44,1024,582.29,90.0,3938,256986,160
2025-10-21 07:50:37.834,63.08,36.92,1024,653.89,90.0,1000,251158,184
2025-10-21 07:55:37.834,66.38,33.62,1024,656.73,90.0,20965,251858,193
2025-10-21 08:00:37.834,45.37,54.63,1024,629.11,90.0,27139,237620,152
2025-10-21 08:05:37.834,54.05,45.95,1024,443.44,90.0,39368,242584,159
2025-10-21 08:10:37.834,22.23,77.77,1024,327.17,90.0,38860,241121,94
2025-10-21 08:15:37.834,44.4,55.6,1024,540.45,90.0,33424,238983,145
2025-10-21 08:20:37.834,52.12,47.88,1024,763.38,90.0,28102,246605,172
2025-10-21 08:25:37.834,42.16,57.84,1024,598.78,90.0,37379,242319,145
2025-10-21 08:30:37.834,70.97,29.03,1024,733.38,90.0,45107,244388,206
2025-10-21 08:35:37.834,40.34,59.66,1024,814.91,90.0,42921,243352,155
2025-10-21 08:40:37.834,50.24,49.76,1024,390.97,90.0,47636,269079,153
2025-10-21 08:45:37.834,55.95,44.05,1024,661.39,90.0,57263,272987,180
2025-10-21 08:50:37.834,69.05,30.95,1024,652.44,90.0,51623,263855,201
2025-10-21 08:55:37.834,40.28,59.72,1024,808.94,90.0,48189,277873,160
2025-10-21 09:00:37.834,59.92,40.08,1024,811.83,90.0,52656,286217,197
2025-10-21 09:05:37.834,48.39,51.61,1024,658.78,90.0,34769,286576,165
2025-10-21 09:10:37.834,38.47,61.53,1024,431.93,90.0,39425,283078,134
2025-10-21 09:15:37.834,52.91,47.09,1024,716.06,90.0,28175,272467,174
2025-10-21 09:20:37.834,50.27,49.73,1024,362.0,90.0,37591,275911,150
2025-10-21 09:25:37.834,42.28,57.72,1024,706.92,90.0,59069,270510,158
2025-10-21 09:30:37.834,48.98,51.02,1024,773.22,90.0,52097,263470,172
2025-10-21 09:35:37.834,44.43,55.57,1024,503.21,90.0,38601,269673,147
2025-10-21 09:40:37.834,49.42,50.58,1024,630.09,90.0,36802,282033,165
2025-10-21 09:45:37.834,54.91,45.09,1024,527.43,90.0,34149,278222,168
2025-10-21 09:50:37.834,64.14,35.86,1024,531.34,90.0,40756,284670,187
2025-10-21 09:55:37.834,35.91,64.09,1024,466.11,90.0,43097,286367,133
2025-10-21 10:00:37.834,61.33,38.67,1024,697.41,90.0,40134,289238,192
2025-10-21 10:05:37.834,20.48,79.52,1024,786.52,90.0,41040,282689,124
2025-10-21 10:10:37.834,38.48,61.52,1024,788.86,90.0,29818,280990,154
2025-10-21 10:15:37.834,45.88,54.12,1024,396.69,90.0,38110,272217,145
2025-10-21 10:20:37.834,42.81,57.19,1024,755.07,90.0,54290,262436,161
2025-10-21 10:25:37.834,33.77,66.23,1024,684.76,90.0,42314,266582,140
2025-10-21 10:30:37.834,37.92,62.08,1024,436.65,90.0,26522,262388,131
2025-10-21 10:35:37.834,35.07,64.93,1024,341.65,90.0,22501,255067,118
2025-10-21 10:40:37.834,34.11,65.89,1024,444.41,90.0,10286,245391,120
2025-10-21 10:45:37.834,48.5,51.5,1024,774.25,90.0,1000,233282,162
2025-10-21 10:50:37.834,43.57,56.43,1024,631.39,90.0,1000,217630,143
2025-10-21 10:55:37.834,33.07,66.93,1024,676.38,90.0,1000,218518,127
2025-10-21 11:00:37.834,39.35,60.65,1024,438.86,90.0,1000,197498,122
2025-10-21 11:05:37.834,33.43,66.57,1024,675.53,90.0,1000,201269,126
2025-10-21 11:10:37.834,38.48,61.52,1024,321.6,90.0,1000,204983,115
2025-10-21 11:15:37.834,36.65,63.35,1024,499.36,90.0,1000,204190,123
2025-10-21 11:20:37.834,22.06,77.94,1024,628.1,90.0,1000,204783,104
2025-10-21 11:25:37.834,24.75,75.25,1024,382.0,90.0,1000,202500,95
2025-10-21 11:30:37.834,37.83,62.17,1024,728.58,90.0,1000,204302,139
2025-10-21 11:35:37.834,36.46,63.54,1024,427.54,90.0,1000,206010,120
2025-10-21 11:40:37.834,30.14,69.86,1024,641.17,90.0,1000,216423,123
2025-10-21 11:45:37.834,31.53,68.47,1024,514.66,90.0,1000,228685,120
2025-10-21 11:50:37.834,43.13,56.87,1024,612.37,90.0,1000,240703,149
2025-10-21 11:55:37.834,24.44,75.56,1024,362.21,90.0,1000,234321,100
2025-10-21 12:00:37.834,25.47,74.53,1024,315.86,90.0,1000,240383,100
2025-10-21 12:05:37.834,17.98,82.02,1024,772.9,90.0,1000,244431,114
2025-10-21 12:10:37.834,17.82,82.18,1024,445.25,90.0,1000,239240,95
2025-10-21 12:15:37.834,30.99,69.01,1024,726.87,90.0,1000,232149,134
2025-10-21 12:20:37.834,28.25,71.75,1024,818.87,90.0,1000,229135,135
2025-10-21 12:25:37.834,28.14,71.86,1024,415.45,90.0,1000,220648,110
2025-10-21 12:30:37.834,33.05,66.95,1024,442.97,90.0,1000,209534,119
2025-10-21 12:35:37.834,20.21,79.79,1024,646.58,90.0,1000,213513,109
2025-10-21 12:40:37.834,26.82,73.18,1024,801.51,90.0,1000,213775,130
2025-10-21 12:45:37.834,16.9,83.1,1024,776.1,90.0,1000,213995,112
2025-10-21 12:50:37.834,23.24,76.76,1024,564.67,90.0,1000,221409,112
2025-10-21 12:55:37.834,18.7,81.3,1024,714.3,90.0,1000,219842,113
2025-10-21 13:00:37.834,10.62,89.38,1024,376.7,90.0,1000,226485,80
2025-10-21 13:05:37.834,15.6,84.4,1024,807.65,90.0,1000,220573,114
2025-10-21 13:10:37.834,1.47,98.53,1024,800.95,90.0,1000,214611,87
2025-10-21 13:15:37.834,30.57,69.43,1024,391.03,90.0,1000,214723,116
2025-10-21 13:20:37.834,0.0,100.0,1024,460.5,90.0,1000,231694,68
2025-10-21 13:25:37.834,0.0,100.0,1024,358.48,90.0,1000,241977,64
2025-10-21 13:30:37.834,21.23,78.77,1024,446.32,90.0,1000,250761,109
2025-10-21 13:35:37.834,17.56,82.44,1024,724.97,90.0,1000,239786,117
2025-10-21 13:40:37.834,15.89,84.11,1024,500.9,90.0,1000,240946,102
2025-10-21 13:45:37.834,15.93,84.07,1024,352.46,90.0,1000,247515,94
